t,phi,alpha,theta,phi_dot,alpha_dot,theta_dot,tau
6.300000000000004208e-02,-8.966885959971576670e-02,-2.854431813583521715e-01,4.700577939170585973e-01,-7.106533054393777693e-01,-2.748430536054021545e+00,3.304977529883440290e+00,-3.912989322082927046e-01
6.400000000000004297e-02,-9.034828439476469408e-02,-2.881091587269178911e-01,4.732770217548198932e-01,-6.794247950489237242e-01,-2.665977368435367811e+00,3.219227837732824060e+00,-3.975439689866879789e-01
6.500000000000004385e-02,-9.099641276174014193e-02,-2.906925791480094445e-01,4.764102039564611091e-01,-6.481283669754462906e-01,-2.583420420961414443e+00,3.133182201613280426e+00,-4.038276088561372212e-01
6.600000000000004474e-02,-9.161317139951227762e-02,-2.931933164423924931e-01,4.794570167618346090e-01,-6.167586377721326896e-01,-2.500737294253201792e+00,3.046812805346430064e+00,-4.101451962408604324e-01
6.700000000000004563e-02,-9.219848182134544878e-02,-2.956112227137695503e-01,4.824171095991203750e-01,-5.853104218331717234e-01,-2.417906271247669103e+00,2.960092837259161946e+00,-4.164917922946531625e-01
6.800000000000004652e-02,-9.275226056714572231e-02,-2.979461290615492697e-01,4.852901061263929505e-01,-5.537787458002791929e-01,-2.334906347650999692e+00,2.872996527246898246e+00,-4.228621593961872094e-01
6.900000000000004741e-02,-9.327441943076349162e-02,-3.001978463260057683e-01,4.880756053129560734e-01,-5.221588636177626475e-01,-2.251717264328497059e+00,2.785499186538642036e+00,-4.292507450811284819e-01
7.000000000000004829e-02,-9.376486570309956747e-02,-3.023661658681062181e-01,4.907731825634614742e-01,-4.904462723360736298e-01,-2.168319541973382059e+00,2.697577250481924871e+00,-4.356516656289746159e-01
7.100000000000004918e-02,-9.422350243184557383e-02,-3.044508603865740959e-01,4.933823908880893283e-01,-4.586367287459996445e-01,-2.084694518341892788e+00,2.609208324605482687e+00,-4.420586895122671223e-01
7.200000000000005007e-02,-9.465022869875701350e-02,-3.064516847749902961e-01,4.959027621222708571e-01,-4.267262669114367246e-01,-2.000824388291613687e+00,2.520371234160590390e+00,-4.484652209003687773e-01
7.300000000000005096e-02,-9.504493991541225484e-02,-3.083683770219338149e-01,4.983338081995880575e-01,-3.947112166552479429e-01,-1.916692246820399737e+00,2.431046077297131625e+00,-4.548642834076734864e-01
7.400000000000005185e-02,-9.540752813845435054e-02,-3.102006591573212013e-01,5.006750224815936789e-01,-3.625882230420899854e-01,-1.832282135266048995e+00,2.341214281987154422e+00,-4.612485042677612057e-01
7.500000000000005274e-02,-9.573788240534439331e-02,-3.119482382482386962e-01,5.029258811483849900e-01,-3.303542668900442125e-01,-1.747579090797950485e+00,2.250858666774286920e+00,-4.676100991246547878e-01
7.600000000000005362e-02,-9.603588909167902476e-02,-3.136108074476550711e-01,5.050858446537880297e-01,-2.980066863346259587e-01,-1.662569199298898237e+00,2.159963505387491711e+00,-4.739408576226460390e-01
7.700000000000005451e-02,-9.630143229113721781e-02,-3.151880470994838368e-01,5.071543592490325159e-01,-2.655431994581889943e-01,-1.577239651713546964e+00,2.068514595230780628e+00,-4.802321299913225872e-01
7.800000000000005540e-02,-9.653439421912629603e-02,-3.166796259035075667e-01,5.091308585787693852e-01,-2.329619279890849382e-01,-1.491578803911171480e+00,1.976499329724400233e+00,-4.864748148216664347e-01
7.900000000000005629e-02,-9.673465564119032578e-02,-3.180852021437048927e-01,5.110147653532243206e-01,-2.002614220640320519e-01,-1.405576240087504480e+00,1.883906774444169763e+00,-4.926593482450245531e-01
8.000000000000005718e-02,-9.690209632723031929e-02,-3.194044249835125693e-01,5.128054931002016259e-01,-1.674406860399954289e-01,-1.319222839700705530e+00,1.790727746968412637e+00,-4.987756947187556023e-01
8.100000000000005806e-02,-9.703659553256026304e-02,-3.206369358315339646e-01,5.145024480005261358e-01,-1.344992053299455537e-01,-1.232510847917785757e+00,1.696954900317404480e+00,-5.048133396488152513e-01
8.200000000000005895e-02,-9.713803250678729184e-02,-3.217823697811491024e-01,5.161050308103612982e-01,-1.014369742270222891e-01,-1.145433949514983674e+00,1.602582809829633970e+00,-5.107612840775619389e-01
8.300000000000005984e-02,-9.720628703145785254e-02,-3.228403571273945616e-01,5.176126388736507211e-01,-6.825452467056747352e-02,-1.057987346148896668e+00,1.507608063285877043e+00,-5.166080416758536131e-01
8.400000000000006073e-02,-9.724123998735394181e-02,-3.238105249643716821e-01,5.190246682277068757e-01,-3.495295589608552606e-02,-9.701678368845887412e-01,1.412029354054480823e+00,-5.223416382851162609e-01
8.500000000000006162e-02,-9.724277395225217058e-02,-3.246924988662953093e-01,5.203405158046997547e-01,-1.533964898223182105e-03,-8.819739018352867888e-01,1.315847576992954071e+00,-5.279496142652986279e-01
8.600000000000006251e-02,-9.721077382987536319e-02,-3.254859046551112356e-01,5.215595817314958582e-01,3.200012237680965876e-02,-7.934057887320641322e-01,1.219065926798229782e+00,-5.334190299058150231e-01
8.700000000000006339e-02,-9.714512751066715912e-02,-3.261903702573962227e-01,5.226812717299473832e-01,6.564631920819810618e-02,-7.044656022059612166e-01,1.121689998455658532e+00,-5.387364741678188906e-01
8.800000000000006428e-02,-9.704572656490793869e-02,-3.268055276529920894e-01,5.237049996193294810e-01,9.940094575922189812e-02,-6.151573955217912726e-01,1.023727889387693768e+00,-5.438880770180398727e-01
8.900000000000006517e-02,-9.691246696856065101e-02,-3.273310149175246431e-01,5.246301899221810228e-01,1.332595963472886780e-01,-5.254872644638698409e-01,9.251903028592222133e-01,-5.488595256259376498e-01
9.000000000000006606e-02,-9.674524986208932198e-02,-3.277664783606122900e-01,5.254562805743138165e-01,1.672171064713228739e-01,-4.354634430243702337e-01,8.260906521422473059e-01,-5.536360846863370710e-01
9.100000000000006695e-02,-9.654398234232908216e-02,-3.281115747611664801e-01,5.261827257391930024e-01,2.012675197602353527e-01,-3.450964004968127274e-01,7.264451648903857972e-01,-5.582026211260906479e-01
9.200000000000006783e-02,-9.630857828730407522e-02,-3.283659737007434409e-01,5.268089987262997154e-01,2.354040550250083297e-01,-2.543989395255780162e-01,6.262729871196573983e-01,-5.625436334454541054e-01
9.300000000000006872e-02,-9.603895921368750532e-02,-3.285293599953947874e-01,5.273345950124188608e-01,2.696190736165740010e-01,-1.633862946064421617e-01,5.255962861339392722e-01,-5.666432859325318816e-01
9.400000000000006961e-02,-9.573505516637563495e-02,-3.286014362259080390e-01,5.277590353640770893e-01,3.039040473118709285e-01,-7.207623047479577716e-02,4.244403516747908278e-01,-5.704854479719152494e-01
9.500000000000007050e-02,-9.539680563940496072e-02,-3.285819253656969696e-01,5.280818690585740161e-01,3.382495269706746188e-01,1.951086024260417773e-02,3.228336945151625281e-01,-5.740537386452260193e-01
9.600000000000007139e-02,-9.502416052717595207e-02,-3.284705735049237574e-01,5.283026772002125115e-01,3.726451122290143636e-01,1.113518607977274366e-01,2.208081416578873690e-01,-5.773315768055606867e-01
9.700000000000007228e-02,-9.461708110466152122e-02,-3.282671526686716246e-01,5.284210761274237278e-01,4.070794225144345191e-01,2.034208362693106786e-01,1.183989272322272385e-01,-5.803022367603336562e-01
9.800000000000007316e-02,-9.417554103496963980e-02,-3.279714637261761379e-01,5.284367209055292891e-01,4.415400696918773682e-01,2.956889425052113829e-01,1.564477812805598056e-02,-5.829489096767233036e-01
9.900000000000007405e-02,-9.369952740229858801e-02,-3.275833393872296662e-01,5.283493088988463482e-01,4.760136326710547872e-01,3.881243389484582140e-01,-8.741200665910525691e-02,-5.852547707764852447e-01
1.000000000000000749e-01,-9.318904176797250527e-02,-3.271026472809180352e-01,5.281585834147624059e-01,5.104856343260766316e-01,4.806921063058389176e-01,-1.907254840591217082e-01,-5.872030523318230166e-01
1.010000000000000758e-01,-9.264410124687140480e-02,-3.265292931108222940e-01,5.278643374112628184e-01,5.449405211010942551e-01,5.733541700819252407e-01,-2.942460034736735786e-01,-5.887771224355606847e-01
1.020000000000000767e-01,-9.206473960117690647e-02,-3.258632238797252723e-01,5.274664172581974286e-01,5.793616456944923332e-01,6.660692310750701006e-01,-3.979201530383870145e-01,-5.899605694460881011e-01
1.030000000000000776e-01,-9.145100834794403499e-02,-3.251044311757008698e-01,5.269647265413215376e-01,6.137312532328752512e-01,7.587927039943871410e-01,-5.016907168479758372e-01,-5.907372919477129614e-01
1.040000000000000785e-01,-9.080297787658007935e-02,-3.242529545102425526e-01,5.263592298968551297e-01,6.480304713639619685e-01,8.514766654197971629e-01,-6.054966444376777002e-01,-5.910915939994900725e-01
